Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z
HYDRA-0011,150.77,-23.91,19.978,19.217,19.283,20.346,20.511,22.781,20.719,22.71,20.207,22.488,20.757,21.904
HYDRA-0012,152.31,-23.91,20.824,20.049,20.073,21.092,21.22,23.569,21.506,23.573,21.096,23.361,21.624,22.781
HYDRA-0013,153.85,-23.91,20.85,20.058,20.069,21.108,21.225,23.569,21.502,23.558,21.084,23.344,21.606,22.771
HYDRA-0014,155.38,-23.91,20.775,19.981,19.994,20.99,21.087,23.436,21.376,23.478,21.006,23.288,21.579,22.685
HYDRA-0015,156.93,-23.91,20.903,20.074,20.07,21.112,21.256,23.589,21.505,23.525,20.982,23.303,21.389,22.714
HYDRA-0016,158.46,-23.91,20.88,20.07,20.072,21.07,21.181,23.525,21.462,23.536,21.062,23.339,21.597,22.758
HYDRA-0017,160.0,-23.91,20.801,19.976,19.984,21.011,21.159,23.516,21.449,23.472,20.931,23.22,21.415,22.543
HYDRA-0018,161.54,-23.91,20.834,20.032,20.038,21.018,21.121,23.445,21.377,23.52,21.034,23.311,21.589,22.745
HYDRA-0019,163.08,-23.91,20.898,20.08,20.072,21.064,21.178,23.515,21.46,23.53,21.051,23.326,21.59,22.751
HYDRA-0020,164.62,-23.91,20.842,20.052,20.028,21.091,21.234,23.56,21.487,23.511,21.019,23.288,21.554,22.71
HYDRA-0021,151.17,-25.3,20.135,19.322,19.411,20.468,20.615,22.882,20.788,22.761,20.259,22.505,20.782,21.927
HYDRA-0022,152.73,-25.3,20.9,20.093,20.111,21.106,21.234,23.566,21.491,23.556,21.07,23.335,21.599,22.786
HYDRA-0023,154.29,-25.3,20.889,20.097,20.11,21.132,21.262,23.599,21.528,23.572,21.084,23.353,21.629,22.783
HYDRA-0024,155.85,-25.3,20.765,20.017,20.04,21.042,21.181,23.531,21.468,23.54,21.065,23.331,21.602,22.772
HYDRA-0025,157.4,-25.3,20.887,20.078,20.048,21.078,21.193,23.519,21.447,23.553,21.076,23.35,21.617,22.777
HYDRA-0026,158.96,-25.3,20.836,20.04,20.05,21.065,21.167,23.496,21.428,23.515,21.035,23.29,21.566,22.679
HYDRA-0027,160.52,-25.3,20.737,19.933,19.941,20.935,21.051,23.408,21.357,23.466,20.995,23.266,21.561,22.653
HYDRA-0028,162.08,-25.3,20.96,20.137,20.14,21.171,21.323,23.644,21.581,23.57,21.091,23.369,21.616,22.799
HYDRA-0029,163.64,-25.3,20.965,20.152,20.148,21.182,21.329,23.651,21.585,23.586,21.098,23.368,21.625,22.791
HYDRA-0030,150.0,-26.69,20.972,20.181,20.191,21.218,21.356,23.671,21.59,23.596,21.107,23.359,21.616,22.784
HYDRA-0031,151.58,-26.69,20.155,19.354,19.411,20.478,20.648,22.897,20.794,22.774,20.267,22.527,20.791,21.949
HYDRA-0032,153.16,-26.69,20.978,20.142,20.186,21.191,21.324,23.66,21.576,23.605,21.099,23.366,21.62,22.779
HYDRA-0033,154.74,-26.69,20.937,20.126,20.102,21.176,21.314,23.634,21.555,23.57,21.095,23.342,21.613,22.771
HYDRA-0034,156.32,-26.69,20.959,20.162,20.178,21.186,21.312,23.634,21.553,23.596,21.099,23.372,21.633,22.783
HYDRA-0035,157.9,-26.69,20.126,19.327,19.358,20.406,20.551,22.835,20.742,22.745,20.241,22.498,20.763,21.887
HYDRA-0036,159.48,-26.69,20.008,19.189,19.203,20.226,20.357,22.746,20.588,22.721,20.195,22.5,20.747,21.895
HYDRA-0037,161.05,-26.69,20.085,19.318,19.341,20.392,20.552,22.835,20.747,22.743,20.241,22.501,20.765,21.895
HYDRA-0038,162.63,-26.69,20.909,20.091,20.069,21.156,21.311,23.622,21.549,23.562,21.07,23.342,21.595,22.789
HYDRA-0039,164.21,-26.69,20.099,19.326,19.368,20.422,20.582,22.858,20.761,22.76,20.253,22.512,20.778,21.926
HYDRA-0040,151.33,-28.08,20.901,20.096,20.087,21.172,21.319,23.635,21.57,23.553,21.062,23.342,21.583,22.771
HYDRA-0041,152.92,-28.08,20.171,19.392,19.384,20.451,20.601,22.875,20.777,22.753,20.245,22.51,20.768,21.914
HYDRA-0042,154.51,-28.08,20.849,20.01,20.0,21.054,21.201,23.54,21.472,23.493,21.003,23.278,21.551,22.711
HYDRA-0043,156.1,-28.08,20.962,20.14,20.134,21.188,21.336,23.643,21.571,23.576,21.082,23.347,21.604,22.784
HYDRA-0044,157.7,-28.08,20.07,19.325,19.353,20.398,20.535,22.803,20.741,22.747,20.273,22.512,20.789,21.905
HYDRA-0045,159.29,-28.08,20.217,19.421,19.427,20.457,20.591,22.897,20.777,22.791,20.28,22.542,20.79,21.938
HYDRA-0046,160.88,-28.08,20.852,20.038,20.039,21.019,21.105,23.455,21.391,23.501,21.031,23.307,21.583,22.729
HYDRA-0047,162.48,-28.08,20.97,20.172,20.178,21.2,21.328,23.649,21.558,23.601,21.1,23.377,21.628,22.79
HYDRA-0048,164.07,-28.08,20.104,19.304,19.348,20.415,20.581,22.87,20.76,22.76,20.25,22.519,20.779,21.937
HYDRA-0049,150.13,-29.46,20.9,20.119,20.143,21.172,21.305,23.647,21.561,23.596,21.099,23.364,21.624,22.775
HYDRA-0050,151.75,-29.46,20.077,19.288,19.346,20.404,20.567,22.833,20.746,22.729,20.23,22.458,20.752,21.826
HYDRA-0051,153.36,-29.46,20.924,20.078,20.063,21.112,21.255,23.567,21.505,23.515,20.968,23.29,21.55,22.726
HYDRA-0052,154.98,-29.46,20.148,19.356,19.388,20.458,20.615,22.885,20.785,22.767,20.263,22.521,20.786,21.932
HYDRA-0053,156.59,-29.46,20.28,19.486,19.494,20.533,20.664,22.933,20.831,22.813,20.297,22.565,20.808,21.979
HYDRA-0054,158.21,-29.46,20.952,20.165,20.19,21.214,21.353,23.666,21.589,23.588,21.093,23.352,21.611,22.765
HYDRA-0055,159.82,-29.46,20.254,19.48,19.46,20.527,20.648,22.919,20.81,22.759,20.296,22.548,20.791,21.94
HYDRA-0056,161.43,-29.46,20.157,19.371,19.425,20.488,20.657,22.906,20.806,22.774,20.265,22.527,20.788,21.946
HYDRA-0057,163.05,-29.46,20.979,20.157,20.144,21.189,21.331,23.632,21.553,23.553,21.076,23.334,21.601,22.768
HYDRA-0058,164.66,-29.46,20.983,20.17,20.152,21.194,21.336,23.663,21.571,23.571,21.095,23.342,21.615,22.78
HYDRA-0059,150.55,-30.85,20.851,20.089,20.084,21.103,21.238,23.572,21.501,23.569,21.092,23.357,21.611,22.798
HYDRA-0060,152.18,-30.85,20.969,20.194,20.204,21.212,21.348,23.67,21.593,23.601,21.1,23.359,21.629,22.758
HYDRA-0061,153.82,-30.85,20.051,19.27,19.289,20.414,20.569,22.843,20.764,22.754,20.25,22.512,20.776,21.924
HYDRA-0062,155.45,-30.85,20.808,19.484,19.488,20.53,20.658,22.92,20.815,22.806,20.306,23.336,20.806,22.761
HYDRA-0063,157.09,-30.85,20.881,20.05,20.027,21.132,21.277,23.587,21.532,23.536,21.039,23.335,21.602,22.752
HYDRA-0064,158.73,-30.85,20.041,19.241,19.285,20.369,20.471,22.783,20.682,22.717,20.211,22.472,20.742,21.874
HYDRA-0065,160.36,-30.85,20.721,19.887,20.014,21.029,21.163,23.506,21.453,23.487,20.998,23.27,21.542,22.666
HYDRA-0066,162.0,-30.85,20.841,20.011,20.019,21.072,21.215,23.563,21.485,23.51,21.02,23.304,21.566,22.719
HYDRA-0067,163.64,-30.85,20.979,20.167,20.162,21.176,21.299,23.638,21.543,23.595,21.091,23.358,21.624,22.787
HYDRA-0068,150.97,-32.23,20.823,20.057,20.055,21.089,21.209,23.557,21.485,23.556,21.08,23.34,21.619,22.774
HYDRA-0069,152.63,-32.23,20.111,19.313,19.333,20.392,20.55,22.847,20.737,22.75,20.237,22.506,20.768,21.913
HYDRA-0070,154.29,-32.23,20.117,19.338,19.37,20.41,20.567,22.842,20.739,22.735,20.235,22.48,20.747,21.86
HYDRA-0071,155.95,-32.23,20.797,20.028,20.01,21.007,21.125,23.465,21.391,23.504,21.024,23.302,21.574,22.708
HYDRA-0072,157.6,-32.23,20.794,19.994,20.005,21.009,21.127,23.457,21.397,23.502,21.011,23.27,21.566,22.63
HYDRA-0073,159.26,-32.23,20.883,20.092,20.095,21.097,21.219,23.55,21.488,23.546,21.061,23.327,21.599,22.731
HYDRA-0074,160.92,-32.23,20.812,20.021,20.021,20.991,21.092,23.429,21.368,23.478,21.032,23.289,21.575,22.692
HYDRA-0075,162.58,-32.23,20.876,20.071,20.063,21.065,21.185,22.798,20.718,22.678,20.213,22.283,20.76,21.899
HYDRA-0076,164.24,-32.23,20.365,19.582,19.577,20.558,20.662,23.007,20.967,23.177,20.711,23.087,21.395,22.501
HYDRA-0077,150.42,-33.61,19.99,19.243,19.318,20.373,20.543,22.798,20.729,22.706,20.21,22.441,20.743,21.81
HYDRA-0078,152.11,-33.61,20.835,20.071,20.082,21.087,21.218,23.56,21.495,23.558,21.082,23.346,21.608,22.774
HYDRA-0079,153.8,-33.61,20.736,19.973,19.979,20.987,21.101,23.433,21.366,23.485,21.012,23.298,21.573,22.717
HYDRA-0080,155.49,-33.61,20.654,19.894,19.918,20.933,21.053,23.418,21.348,23.478,20.987,23.287,21.49,22.695
HYDRA-0081,157.18,-33.61,20.701,19.905,19.908,20.917,21.054,23.345,21.311,23.427,20.964,23.256,21.532,22.673
HYDRA-0082,158.88,-33.61,20.575,19.865,19.911,20.934,21.076,23.45,21.391,23.472,21.006,23.257,21.55,22.648
HYDRA-0083,160.56,-33.61,20.84,19.999,19.999,21.01,21.126,23.478,21.421,23.514,21.02,23.303,21.565,22.752
HYDRA-0084,162.25,-33.61,20.206,19.41,19.434,20.475,20.613,22.905,20.799,22.79,20.278,22.552,20.798,21.959
HYDRA-0085,163.94,-33.61,19.988,19.191,19.937,20.925,21.042,22.729,21.308,22.696,20.984,22.461,21.574,21.862
HYDRA-0086,150.86,-34.99,19.977,19.251,19.306,20.365,20.53,22.783,20.731,22.696,20.215,22.474,20.755,21.89
HYDRA-0087,152.57,-34.99,20.896,20.123,20.114,21.12,21.247,23.582,21.515,23.557,21.066,23.337,21.487,22.775
HYDRA-0088,154.29,-34.99,20.807,20.036,20.042,21.06,21.189,23.519,21.459,23.524,21.043,23.306,21.578,22.722
HYDRA-0089,156.0,-34.99,20.898,20.094,20.115,21.101,21.222,23.568,21.502,23.573,21.082,23.366,21.618,22.768
HYDRA-0091,159.43,-34.99,20.703,19.91,19.903,20.865,20.959,23.281,21.227,23.389,20.98,23.23,21.561,22.635
HYDRA-0092,161.14,-34.99,20.787,20.023,20.025,21.019,21.131,23.468,21.398,23.5,21.02,23.288,21.56,22.693
HYDRA-0093,162.86,-34.99,20.072,19.27,19.286,20.345,20.501,22.823,20.713,22.75,20.229,22.508,20.766,21.894
HYDRA-0094,164.57,-34.99,20.711,19.96,19.972,20.952,20.993,23.438,21.376,23.476,20.995,23.29,21.558,22.688
HYDRA-0095,151.3,-36.36,19.101,18.59,18.686,19.789,19.99,21.922,20.245,21.897,19.903,21.694,20.501,21.133
HYDRA-0096,153.04,-36.36,20.231,19.456,19.453,20.503,20.64,22.901,20.808,22.792,20.296,22.541,20.803,21.952
HYDRA-0097,154.78,-36.36,20.821,20.035,20.024,21.04,21.165,23.489,21.421,23.509,21.042,23.292,21.571,22.697
HYDRA-0098,156.52,-36.36,20.772,19.975,20.017,21.006,21.118,23.44,21.385,23.491,21.029,23.299,21.576,22.715
HYDRA-0099,158.26,-36.36,20.877,20.077,20.079,21.055,21.173,23.512,21.455,23.536,21.043,23.315,21.589,22.739
HYDRA-0100,160.0,-36.36,20.708,19.914,19.915,20.946,21.067,23.432,21.379,23.473,20.997,23.286,21.57,22.67
HYDRA-0101,161.74,-36.36,20.839,20.061,20.065,21.063,21.164,23.497,21.435,23.518,21.035,23.302,21.572,22.709
HYDRA-0102,163.48,-36.36,20.066,19.277,19.306,20.371,20.528,22.807,20.721,22.72,20.225,22.468,20.751,21.855
HYDRA-0103,150.74,-37.74,19.76,19.046,19.087,20.149,20.303,22.593,20.56,22.605,20.131,22.375,20.686,21.751
HYDRA-0104,152.51,-37.74,20.208,19.451,19.453,20.505,20.637,22.895,20.807,23.562,21.075,22.534,20.792,21.931
HYDRA-0105,154.29,-37.74,20.642,19.907,19.922,20.94,21.064,23.412,21.358,23.471,21.016,23.264,21.555,22.655
HYDRA-0106,156.06,-37.74,20.634,19.907,19.975,20.993,21.132,23.478,21.428,23.497,21.023,23.296,21.576,22.717
HYDRA-0107,157.83,-37.74,20.859,20.076,20.077,21.064,21.189,23.524,21.476,23.533,21.052,23.299,21.596,22.667
HYDRA-0108,159.6,-37.74,20.821,20.035,20.051,21.057,21.183,23.52,21.465,23.524,21.049,23.303,21.574,22.735
HYDRA-0109,161.38,-37.74,20.806,20.013,20.024,20.984,21.08,23.419,21.356,23.473,21.013,23.274,21.572,22.658
HYDRA-0110,163.15,-37.74,20.897,20.073,20.078,21.065,21.179,23.519,21.464,23.534,21.05,23.322,21.586,22.757
HYDRA-0111,164.93,-37.74,20.082,19.295,19.334,20.385,20.55,22.849,20.748,22.741,20.236,22.502,20.777,21.919
HYDRA-0112,150.15,-39.11,19.952,19.249,19.277,20.392,20.555,22.809,20.749,22.694,20.209,22.436,20.748,21.792
HYDRA-0113,151.96,-39.11,20.798,20.033,20.024,21.119,21.238,23.589,21.529,23.574,21.075,23.366,21.61,22.774
HYDRA-0114,153.77,-39.11,20.433,19.694,19.713,20.811,20.952,23.318,21.259,23.425,20.975,23.242,21.542,22.639
HYDRA-0115,155.58,-39.11,20.708,19.963,19.968,21.002,21.129,23.468,21.423,23.526,21.055,23.323,21.607,22.756
HYDRA-0116,157.39,-39.11,20.677,19.9,19.89,20.932,21.06,23.419,21.362,23.465,20.993,23.258,21.55,22.646
HYDRA-0117,159.2,-39.11,20.622,19.909,19.927,20.949,21.085,23.431,21.366,22.563,20.101,22.415,20.692,21.849
HYDRA-0118,161.0,-39.11,20.711,19.966,19.977,21.005,21.126,23.481,21.417,23.485,21.006,23.268,21.553,22.68
HYDRA-0119,162.81,-39.11,20.824,20.033,20.033,21.022,21.131,23.47,21.408,23.494,21.02,23.283,21.547,22.68
HYDRA-0120,164.63,-39.11,20.035,19.251,19.287,20.377,20.547,22.849,20.753,22.752,20.246,22.504,20.782,21.918
HYDRA-0121,151.38,-40.48,19.936,19.19,19.162,20.338,20.5,22.793,20.713,22.712,20.217,22.451,20.73,21.825
HYDRA-0122,153.23,-40.48,20.589,19.855,19.875,20.965,21.113,23.489,21.428,23.526,21.03,23.293,21.569,22.715
HYDRA-0123,155.08,-40.48,20.717,19.979,20.005,21.017,21.134,23.492,21.438,23.531,21.051,23.309,21.603,22.726
HYDRA-0124,156.93,-40.48,20.436,19.726,19.754,20.801,20.934,23.333,21.285,23.414,20.956,23.21,21.525,22.596
HYDRA-0125,158.77,-40.48,20.795,20.02,20.021,21.028,21.153,23.507,21.446,23.53,21.036,23.308,21.567,22.742
HYDRA-0126,160.62,-40.48,20.74,19.933,19.931,20.972,21.103,23.463,21.398,23.49,21.003,23.268,21.549,22.681
HYDRA-0127,162.46,-40.48,20.76,20.012,20.013,21.025,21.139,23.497,21.431,23.494,21.004,23.281,21.546,22.661
HYDRA-0128,164.31,-40.48,20.677,19.899,19.886,20.886,21.005,23.351,21.322,23.441,20.971,23.24,21.534,22.624
HYDRA-0129,150.78,-41.84,19.905,19.186,19.166,20.34,20.514,22.807,20.731,22.723,20.22,22.476,20.747,21.881
HYDRA-0130,152.67,-41.84,20.046,19.358,19.35,20.495,20.645,23.058,21.013,23.231,20.784,23.1,21.434,22.504
HYDRA-0131,154.55,-41.84,20.506,19.733,19.706,20.769,20.892,23.27,21.196,23.38,20.972,23.236,21.548,22.678
HYDRA-0132,156.44,-41.84,20.563,19.839,19.819,20.845,20.963,23.343,21.282,23.432,21.046,23.308,21.576,22.717
HYDRA-0133,158.33,-41.84,20.625,19.903,19.913,20.924,21.048,23.416,21.356,23.46,20.998,23.254,21.545,22.635
HYDRA-0134,160.21,-41.84,20.811,20.041,20.027,21.022,21.137,23.476,21.427,23.492,21.024,23.267,21.555,22.68
HYDRA-0135,162.1,-41.84,20.778,19.98,19.959,21.012,21.124,23.448,21.388,23.483,20.998,23.259,21.529,22.656
HYDRA-0136,163.98,-41.84,20.17,19.387,19.38,20.438,20.582,22.891,20.779,22.782,20.265,22.54,20.792,21.952
HYDRA-0137,150.16,-43.21,19.899,19.168,19.177,20.347,20.523,22.805,20.733,22.713,20.213,22.461,20.736,21.858
HYDRA-0138,152.09,-43.21,20.595,19.865,19.859,20.987,21.14,23.516,21.463,23.53,21.062,23.307,21.583,22.722
HYDRA-0139,154.01,-43.21,20.49,19.771,19.766,20.897,21.051,23.422,21.37,23.469,21.007,23.249,21.551,22.641
HYDRA-0140,155.94,-43.21,20.493,19.767,19.759,20.755,21.105,23.464,21.411,23.485,21.01,23.245,21.563,22.609
HYDRA-0141,157.86,-43.21,20.663,19.884,19.874,20.893,21.021,23.404,21.333,23.454,20.994,23.256,21.566,22.647
HYDRA-0142,159.79,-43.21,20.661,19.927,19.93,20.965,21.094,23.453,21.394,23.478,21.018,23.267,21.544,22.673
HYDRA-0143,161.71,-43.21,20.8,20.008,19.993,20.982,21.095,23.436,21.379,23.464,20.986,23.256,21.529,22.657
HYDRA-0144,163.64,-43.21,20.739,19.951,19.94,20.967,21.093,23.454,21.393,23.478,20.995,23.256,21.54,22.638
HYDRA-0145,151.48,-44.57,20.638,19.887,19.849,20.999,21.143,23.516,21.461,23.544,21.049,23.31,21.587,22.725
HYDRA-0146,153.44,-44.57,20.833,20.07,20.044,21.071,21.201,23.548,21.484,23.553,21.018,23.346,21.566,22.679
HYDRA-0147,155.41,-44.57,20.488,19.766,19.765,20.796,20.923,23.28,21.228,23.385,20.925,23.22,21.516,22.611
HYDRA-0148,157.38,-44.57,20.483,19.772,19.776,20.886,21.037,23.437,21.391,23.494,21.014,23.29,21.557,22.733
HYDRA-0149,159.35,-44.57,20.67,19.941,19.937,20.942,21.068,23.434,21.378,23.479,21.018,23.244,21.55,22.653
HYDRA-0150,161.31,-44.57,20.784,20.005,19.973,20.996,21.107,23.453,21.388,23.475,21.007,23.254,21.535,22.672
HYDRA-0151,163.28,-44.57,20.775,19.996,19.972,20.986,21.106,23.459,21.394,23.476,20.986,23.247,21.525,22.634
HYDRA-0152,150.84,-45.93,20.581,19.856,19.824,20.969,21.111,23.495,21.436,23.523,21.035,23.305,21.577,22.731
HYDRA-0153,152.85,-45.93,20.751,20.017,20.008,21.032,21.18,23.515,21.441,23.522,21.048,23.307,21.581,22.743
HYDRA-0154,154.86,-45.93,20.77,19.972,19.928,21.018,21.166,23.493,21.449,23.449,20.961,23.237,21.513,22.663
HYDRA-0155,156.87,-45.93,20.606,19.891,19.889,20.919,21.04,23.426,21.39,23.49,21.034,23.285,21.568,22.687
HYDRA-0156,158.88,-45.93,20.657,19.902,19.894,20.947,21.094,23.464,21.428,23.497,21.029,23.273,21.578,22.685
HYDRA-0157,160.9,-45.93,20.54,19.836,19.837,20.899,21.026,23.407,21.355,23.442,20.977,23.23,21.519,22.624
HYDRA-0158,162.9,-45.93,20.799,20.015,19.99,21.003,21.116,23.462,21.404,23.472,20.998,23.246,21.526,22.64
HYDRA-0159,164.92,-45.93,20.772,19.968,19.932,20.967,21.082,23.416,21.362,23.457,20.984,23.24,21.517,22.625
HYDRA-0160,150.17,-47.28,20.494,19.794,19.749,20.938,21.105,23.5,21.45,23.505,21.017,23.281,21.56,22.728
HYDRA-0161,152.23,-47.28,20.529,19.805,19.75,20.934,21.091,23.479,21.429,23.502,21.028,23.28,21.56,22.698
HYDRA-0162,154.29,-47.28,20.581,19.878,19.896,20.889,21.018,23.379,21.309,23.44,20.972,23.257,21.536,22.661
HYDRA-0163,156.34,-47.28,20.215,19.541,19.536,20.556,20.687,23.069,21.024,23.202,20.769,23.097,21.434,22.501
HYDRA-0164,158.4,-47.28,20.617,19.895,19.921,20.971,21.119,23.46,21.436,23.44,20.966,23.25,21.527,22.671
HYDRA-0165,160.46,-47.28,20.581,19.842,19.822,20.95,21.056,23.426,21.374,23.446,20.976,23.243,21.525,22.621
HYDRA-0166,162.51,-47.28,20.775,19.977,19.955,20.988,21.115,23.458,21.399,23.466,20.999,23.233,21.52,22.631
HYDRA-0167,164.57,-47.28,20.81,20.007,19.971,20.995,21.11,23.452,21.396,23.461,20.978,23.232,21.514,22.623
HYDRA-D-0001,158.35,-34.64,20.232,19.438,19.468,20.486,20.616,22.9,20.793,22.795,20.284,22.543,20.798,21.945
HYDRA-D-0002,156.68,-34.63,20.124,19.331,19.346,20.39,20.536,22.865,20.744,22.777,20.264,22.532,20.79,21.932
HYDRA-D-0003,158.37,-36.01,20.225,19.447,19.472,20.507,20.637,22.901,20.801,22.79,20.293,22.538,20.796,21.929
HYDRA-D-0004,156.67,-36.01,20.16,19.431,19.448,20.491,20.62,22.88,20.8,22.777,20.291,22.522,20.802,21.914
MC0001,67.69,-63.27,20.047,19.352,19.44,20.529,20.7,22.908,20.835,22.782,20.275,22.542,20.813,21.93
MC0002,70.77,-63.27,20.852,20.088,20.118,21.132,21.264,23.606,21.546,23.599,21.115,23.374,21.644,22.764
MC0003,73.85,-63.27,20.069,19.341,19.427,20.515,20.685,22.871,20.837,22.763,20.26,22.533,20.792,21.896
MC0004,76.93,-63.27,20.725,19.346,19.429,20.512,20.681,22.921,20.835,22.795,21.083,22.561,21.573,22.679
MC0005,80.0,-63.27,20.094,19.265,19.324,20.371,20.522,22.919,20.744,22.798,20.293,22.562,20.829,22.009
MC0006,83.08,-63.27,20.075,19.369,19.451,20.542,20.704,22.936,20.855,22.804,20.285,22.561,20.812,21.976
MC0007,86.15,-63.27,20.064,19.261,19.329,20.398,20.562,22.902,20.76,22.779,20.293,22.536,20.831,21.95
MC0008,89.23,-63.27,20.103,19.269,19.322,20.364,20.516,22.926,20.732,22.792,20.294,22.559,20.821,21.997
MC0009,92.31,-63.27,20.106,19.355,19.439,20.505,20.675,22.936,20.829,22.808,20.304,22.55,20.836,22.011
MC0010,95.38,-63.27,20.083,19.338,19.417,20.515,20.693,22.939,20.831,22.803,20.293,22.562,20.82,21.992
MC0011,67.5,-64.57,20.103,19.349,19.431,20.513,20.681,22.938,20.825,22.8,20.302,22.556,20.831,21.982
MC0012,70.71,-64.57,20.039,19.299,19.393,20.49,20.654,22.88,20.794,22.756,20.266,22.509,20.8,21.913
MC0013,73.93,-64.57,20.075,19.352,19.422,20.531,20.701,22.923,20.844,22.8,20.295,22.556,20.819,21.941
MC0014,77.14,-64.57,20.127,19.317,19.391,20.496,20.668,22.942,20.809,22.814,20.306,22.567,20.824,21.988
MC0015,80.36,-64.57,20.03,19.294,19.377,20.455,20.617,22.882,20.789,22.759,20.269,22.51,20.791,21.911
MC0016,83.57,-64.57,20.08,19.271,19.343,20.442,20.612,22.923,20.783,22.785,20.299,22.536,20.822,21.952
MC0017,86.79,-64.57,20.814,20.047,20.056,21.083,21.205,22.869,20.743,22.743,20.27,22.502,20.798,21.922
MC0018,90.0,-64.57,20.018,19.231,19.284,20.373,20.552,22.856,20.736,22.75,20.265,22.514,20.795,21.923
MC0019,93.21,-64.57,20.015,19.278,19.354,20.421,20.481,22.872,20.272,22.77,20.276,22.526,20.805,21.936
MC0020,96.43,-64.57,20.091,19.282,19.381,20.458,20.624,22.911,20.793,22.785,20.298,22.555,20.832,21.983
MC0021,70.65,-65.86,20.103,19.296,19.394,20.483,20.657,22.95,20.801,22.806,20.304,22.562,20.836,22.003
MC0022,74.02,-65.86,20.025,19.216,19.298,20.429,20.602,22.93,20.796,22.81,20.316,22.57,20.842,22.015
MC0023,77.38,-65.86,19.935,19.162,19.251,20.377,20.574,22.86,20.783,22.765,20.289,22.535,20.829,21.957
MC0024,80.75,-65.86,19.932,19.23,19.305,20.445,20.617,22.906,20.814,22.8,20.271,22.567,20.816,21.933
MC0025,84.11,-65.86,19.975,19.196,19.285,20.4,20.586,22.895,20.791,22.799,20.315,22.551,20.823,21.97
MC0026,87.48,-65.86,19.935,19.244,19.349,20.436,20.617,22.889,20.804,22.784,20.268,22.544,20.814,21.934
MC0027,90.84,-65.86,20.822,20.042,20.047,21.073,21.197,22.867,20.774,22.752,20.235,22.506,20.762,21.907
MC0028,94.2,-65.86,20.778,20.001,20.025,21.048,21.182,23.535,21.49,23.574,21.102,23.354,21.647,22.757
MC0029,70.59,-67.15,20.046,19.29,19.379,20.485,20.659,22.897,20.823,22.774,20.282,22.514,20.805,21.919
MC0030,74.12,-67.15,19.958,19.231,19.239,20.483,20.658,22.915,20.836,22.795,20.292,22.527,20.799,21.906
MC0031,77.65,-67.15,20.72,19.913,19.881,21.034,21.172,23.571,21.509,23.59,21.11,23.376,21.633,22.818
MC0032,81.18,-67.15,19.878,19.073,19.11,20.309,20.463,22.84,20.758,22.796,20.315,22.56,20.833,21.969
MC0033,84.7,-67.15,19.857,19.009,19.058,20.251,20.707,22.865,20.076,22.793,20.317,22.559,20.845,22.022
MC0034,88.23,-67.15,19.802,19.131,19.235,20.418,20.619,22.916,20.819,22.818,20.312,22.579,20.843,22.002
MC0035,91.77,-67.15,19.889,19.176,19.281,20.403,20.596,22.867,20.789,22.776,20.256,22.541,20.796,21.925
MC0036,95.3,-67.15,19.95,19.182,19.252,20.324,20.488,22.807,20.721,22.718,20.239,22.5,20.777,21.892
MC0037,70.52,-68.43,20.664,19.915,19.952,20.99,21.129,23.517,21.471,23.555,21.097,23.351,21.654,22.792
MC0038,74.23,-68.43,20.728,19.935,19.864,21.047,21.191,23.592,21.509,23.565,21.063,23.307,21.581,22.72
MC0039,77.94,-68.43,20.679,19.882,19.849,21.025,21.174,23.565,21.481,23.558,21.071,23.319,21.582,22.711
MC0040,81.65,-68.43,20.622,19.82,19.784,20.999,21.142,23.569,21.499,23.59,21.113,23.356,21.62,22.735
MC0041,85.36,-68.43,19.83,19.072,19.057,20.319,20.502,22.845,20.74,22.756,20.26,22.495,20.749,21.887
MC0042,89.07,-68.43,19.923,19.17,19.281,20.409,20.603,22.898,20.801,22.799,20.301,22.578,20.836,21.957
MC0043,92.78,-68.43,19.917,19.253,19.357,20.466,20.658,22.915,20.831,22.803,20.284,22.566,20.826,21.956
MC0044,96.5,-68.43,19.959,19.24,19.321,20.413,20.587,22.855,20.763,22.743,20.254,22.504,20.781,21.905
MC0045,3.95,-69.71,20.796,20.037,20.06,21.102,21.247,23.6,21.54,23.59,21.098,23.381,21.654,22.814
MC0046,7.91,-69.71,20.757,20.011,20.067,21.076,21.208,23.55,21.49,23.57,21.095,23.369,21.649,22.762
MC0047,11.87,-69.71,20.791,20.027,20.041,21.104,21.252,23.61,21.553,23.585,21.108,23.396,21.647,22.848
MC0048,15.83,-69.71,20.801,20.03,20.067,21.093,21.23,23.593,21.536,23.592,21.114,23.405,21.653,22.833
MC0049,19.78,-69.71,20.013,19.305,19.422,20.492,20.68,22.915,20.833,22.783,20.287,22.557,20.834,21.962
MC0050,23.74,-69.71,19.994,19.31,19.416,20.502,20.68,22.901,20.838,22.778,20.274,22.544,20.819,21.931
MC0051,27.69,-69.71,20.78,20.041,20.06,21.079,21.215,23.562,21.506,23.577,21.096,23.363,21.648,22.746
MC0052,31.65,-69.71,20.043,19.303,19.404,20.495,20.661,22.919,20.822,22.79,20.297,22.548,20.833,21.985
MC0053,35.6,-69.71,20.752,20.026,20.063,21.077,21.22,23.562,21.515,23.571,21.099,23.373,21.637,22.809
